Generated Answer,Extracted Choice
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms of dry cough, fever, chills, and fatigue after working with birds suggest Psittacosis, a zoonotic infectious disease caused by Chlamydia psittaci. The most appropriate treatment is avoiding exposure to birds to prevent further infection.
Answer: (C) Avoid exposure to birds",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation of deep, boring pain in the thigh, along with the laboratory findings of elevated alkaline phosphatase and the bone biopsy image showing brown tumors, is consistent with osteitis fibrosa cystica, which is a manifestation of hyperparathyroidism.
Answer: (D)",D
"Explanation: We refer to Wikipedia articles on medicine for help. The description of the skin-colored nodule that moves with the Achilles tendon suggests a diagnosis of Achilles tendon xanthoma, which is associated with familial hypercholesterolemia. Therefore, the serum studies are most likely to show increased levels of low-density lipoprotein (LDL).
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The A-a gradient is normal, which rules out impaired gas diffusion. The patient is obese and has a history of taking sleeping pills, which can lead to alveolar hypoventilation causing severe shortness of breath.
Answer: (A) Alveolar hypoventilation",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's laboratory values suggest metabolic acidosis, which is a known side effect of Metformin, especially in patients with renal impairment.
Answer: (C) Metformin",C
"Explanation: We refer to Wikipedia articles on medicine for help. Absent deep tendon reflexes suggest magnesium toxicity. The most appropriate next step is to stop magnesium sulfate and give calcium gluconate to counteract the effects of magnesium.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's symptoms suggest polycystic ovary syndrome (PCOS), which is characterized by irregular menstrual cycles, infertility, obesity, acne, and hirsutism. Lifestyle modifications are important in managing PCOS. Among the options, Clomiphene therapy is commonly used to induce ovulation in women with PCOS.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. Given the patient's early gestational age and desire for elective abortion, the most appropriate procedure would be oral mifepristone followed by misoprostol for medical abortion.
Answer: (D) Oral mifepristone + misoprostol",D
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms and physical exam findings suggest hypothyroidism. Elevated TSH is expected in hypothyroidism.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The harsh systolic ejection murmur at the left lower sternal border, accentuated by forceful expiration against a closed airway, along with the palpation of 2 closely spaced pulses during systole, is most consistent with Aortic stenosis.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation is consistent with Parkinson's disease, which is most strongly associated with intracellular inclusions of alpha-synuclein.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The skin findings and the retinal lesions are characteristic of tuberous sclerosis complex (TSC), which is caused by a mutation in the TSC1 gene on chromosome 9.
Answer: (C) TSC1 gene on chromosome 9",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with epigastric pain radiating to the back, along with hypotension and tachycardia, is concerning for acute pancreatitis. The most likely underlying cause of the patient's vital sign abnormalities is capillary leakage, which can lead to hypovolemia and subsequent hypotension.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. The description of a long erythematous rash with clear vesicles and crusty lesions extending from the back to below the right breast is characteristic of herpes zoster, which is caused by viral reactivation in dorsal root ganglia.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with shortness of breath, cough, JVD, and edema is suggestive of heart failure. The lab values show metabolic alkalosis with hypokalemia, which is consistent with loop diuretic use. Therefore, the best option for this patient is Furosemide, a loop diuretic commonly used in heart failure.
Answer: (A) Furosemide",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with fever, joint pain, headache, and a history of a tick bite suggests Lyme disease. The treatment of choice for Lyme disease in pregnancy is Amoxicillin.
Answer: (C) Amoxicillin",C
"Explanation: We refer to Wikipedia articles on medicine for help. An enlarged, nontender left supraclavicular node is known as Virchow's node and is concerning for malignancy, especially gastric cancer. Therefore, an ultrasound of the neck would be the most appropriate test to assess the left supraclavicular node further.
Answer: (D)",D
"Explanation: We refer to Wikipedia articles on medicine for help. The image shows the location of the spinal cord lesion in the lateral spinothalamic tract. This tract carries pain and temperature sensation. Therefore, the most likely finding would be decreased sense of temperature in the ipsilateral arm.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. Increasing the cut-off value from 6.5% to 7.0% would mean a higher threshold for diagnosing diabetes. This would lead to fewer individuals being diagnosed with diabetes, resulting in an increase in false negative test results.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's symptoms, including severe headache, vision changes, and obesity, are concerning for idiopathic intracranial hypertension (pseudotumor cerebri). The best next step in management for this condition is an MRI to evaluate for signs of increased intracranial pressure.
Answer: (C) MRI",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient has hypoxemia with a low pO2 and normal pCO2, indicating a ventilation-perfusion mismatch. The best next step in this scenario would be to increase the FiO2 to improve oxygenation.
Answer: (A) Increase the FiO2",A
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms described suggest social anxiety disorder. Among the options, Fluoxetine, a selective serotonin reuptake inhibitor (SSRI), is commonly used to treat social anxiety disorder.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The history of recurrent ear infections, retracted tympanic membranes, and conductive hearing loss suggest otitis media with effusion. Tympanostomy tube insertion is the most appropriate next step in management to relieve the effusion and improve hearing.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms and CT findings suggest Crohn's disease, which is characterized by the formation of noncaseating granulomas.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The clinical presentation suggests pericarditis, which can be seen in uremic pericarditis due to chronic kidney disease. In this case, broad and waxy casts are expected on urinary analysis.
Answer: (D)",D
"Explanation: We refer to Wikipedia articles on medicine for help. The characteristic change in chromosome 18 suggests a diagnosis of Chronic Lymphocytic Leukemia (CLL). In CLL, the regulation of Cyclin-dependent kinase 4 (CDK4) is most abnormal.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms of weight gain, fatigue, and constipation along with a low heart rate suggest hypothyroidism. In hypothyroidism, the most likely laboratory value to be elevated is Thyroid-stimulating hormone (TSH).
Answer: (D)",D
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with severe chest pain following a stressful event, along with an enlarged left ventricle and left atrium on echocardiography, is characteristic of Takotsubo cardiomyopathy, also known as stress-induced cardiomyopathy or ""broken heart syndrome.""
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. A thyroid nodule with decreased iodine uptake and a neoplasm diagnosis is most likely to be a Follicular carcinoma. Papillary carcinoma is the most common type of thyroid cancer but typically has increased iodine uptake.
Answer: (C) Follicular carcinoma",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient has a low leukocyte count and segmented neutrophils, indicating neutropenia. Granulocyte-macrophage colony-stimulating factor (GM-CSF) is used to stimulate the production of white blood cells, including neutrophils, and can be appropriate in this scenario.
Answer: (D)",D
"Explanation: We refer to Wikipedia articles on medicine for help. Cricopharyngeal muscle dysfunction is commonly associated with Zenker's diverticulum, which can lead to dysphagia and halitosis.
Answer: (D) Zenker's diverticulum",D
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms described are characteristic of severe combined immunodeficiency (SCID). Among the options, Adenosine deaminase deficiency is a known cause of SCID.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's symptoms suggest heart failure. In heart failure, an S3 gallop is often present due to rapid ventricular filling in early diastole.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with fatigue, low energy, and laboratory findings of low hemoglobin and MCV suggest iron deficiency anemia. The most appropriate initial step in treatment would be iron supplementation.
Answer: (C) Iron supplementation",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's withdrawn behavior and hesitance to make eye contact suggest a need to assess the patient's risk for depression. This is important as depression is common in elderly individuals with cognitive impairment.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms described are characteristic of Sjögren's syndrome. Anti-Sjögren's syndrome type B (SS-B) antibody is commonly seen in Sjögren's syndrome.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms described, including hearing loss, ear ringing, and unsteadiness, are characteristic of presbycusis, which is age-related hearing loss. In presbycusis, the most likely structure impaired is the Cochlea, which is responsible for hearing.
Answer: (D) Cochlea",D
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's symptoms and ECG findings are consistent with atrial fibrillation. Anticoagulation is necessary to prevent thromboembolic events in atrial fibrillation. The mechanism of action of anticoagulants like heparin and warfarin involves the activation of the antithrombin enzyme, which inhibits thrombin and factor Xa.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation is concerning for appendicitis. The next best step in management for suspected appendicitis is a CT scan to confirm the diagnosis and assess the severity of the condition.
Answer: (C) CT scan",C
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms described, including inappropriate behavior, memory loss, and word-finding difficulty, are characteristic of Frontotemporal dementia.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with an alcoholic smell, slurred speech, ataxic gait, and diminished deep tendon reflexes is most consistent with Ethanol intoxication.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. Given the patient's history of poorly controlled type II diabetes mellitus and recent initiation of glipizide, the most likely cause of his symptoms is medication-induced. Glipizide is a sulfonylurea used to treat diabetes and can cause hypoglycemia, leading to symptoms such as fatigue and dark urine.
Answer: (C) Medication",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's history of heavy smoking, symptoms of shortness of breath, productive cough, and physical exam findings of crackles at the lung base suggest Chronic Obstructive Pulmonary Disease (COPD). The spirometry results with a decreased FEV1 and FEV1/FVC ratio support this diagnosis.
Answer: (C) Chronic obstructive pulmonary disease (COPD)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with pale skin, back pain, and laboratory findings of anemia, elevated creatinine, and proteinuria without RBCs or pus cells suggests a renal cause. The most likely category for this type of proteinuria is Isolated proteinuria.
Answer: (D)",D
"Explanation: We refer to Wikipedia articles on medicine for help. The normal ascension of the kidney during embryological development is prevented by the Inferior mesenteric artery.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. The patient presents with symptoms of pneumonia and diarrhea, which could be indicative of Legionnaires' disease. Levofloxacin is the preferred treatment for Legionnaires' disease.
Answer: (A) Levofloxacin",A
"Explanation: We refer to Wikipedia articles on psychology for help. The patient's response of attributing his weight gain to genetics and enjoying eating what he wants rather than making an effort to control his weight is an example of rationalization, which is a defense mechanism where unacceptable behaviors or feelings are justified and explained in a rational or logical manner.
Answer: (A) Rationalization",A
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with shortened extremities and frontal bossing is characteristic of achondroplasia, which is caused by an activating mutation in the fibroblast growth factor receptor 3 (FGFR3) gene. This mutation affects endochondral ossification, the process by which long bones grow.
Answer: (C) Endochondral ossification",C
"Explanation: We refer to Wikipedia articles on medicine for help. The description of the injury suggests an anterior shoulder dislocation. In anterior shoulder dislocation, the axillary nerve is at risk of injury, leading to reduced sensation in the lateral aspect of the shoulder.
Answer: (B) Lateral aspect of the shoulder",B
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's concern about glucose in the urine and increased frequency of urination suggest the need for further evaluation. The most appropriate test to determine the cause of the abnormal dipstick test results is a urinalysis.
Answer: (C) Urinalysis",C
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's presentation with chest pain, ripping pain radiating to the back, and weak distal pulses is concerning for an aortic dissection. Given the patient's history of a heart murmur and joint hypermobility, the most likely diagnosis is Marfan syndrome. In Marfan syndrome, aortic dissection is a known complication. The murmur associated with aortic regurgitation in Marfan syndrome is typically a diast",
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms and imaging findings are consistent with a diagnosis of small bowel obstruction. The branching radiolucencies in the right infra-diaphragmatic region suggest pneumatosis intestinalis, which is indicative of bowel ischemia.
Answer: (D) Torsion of the large intestine",D
"Explanation: We refer to Wikipedia articles on medicine for help. The red urine after chemotherapy is a common side effect of Cyclophosphamide, known as hemorrhagic cystitis.
Answer: (B) Cyclophosphamide",B
"Explanation: We refer to Wikipedia articles on medicine for help. The patient's symptoms, including nausea, vomiting, weakness, back/leg pain, and EKG findings of T wave flattening, suggest hypokalemia. Thiazides can cause hypokalemia and are commonly used to treat nephrogenic diabetes insipidus. Among the options, Wilson disease is associated with low serum copper and ceruloplasmin levels, leading to copper accumulation in the liver and other organs.
",
"Explanation: We refer to Wikipedia articles on medicine for help. The daughter's extreme shyness, social isolation, sensitivity to criticism, and feelings of inadequacy and fear of rejection are characteristic of Avoidant Personality Disorder.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms of greasy diarrhea, excessive belching, and flatulence suggest malabsorption of fats, which is a common side effect of medications that inhibit lipase, such as orlistat, a weight-loss medication.
Answer: (D)",D
"Explanation: We refer to Wikipedia articles on medicine for help. Among the medications listed, Simvastatin is known to potentially cause liver function test abnormalities.
Answer: (B)",B
"Explanation: We refer to Wikipedia articles on medicine for help. Among the options, IL-4 is the mediator that favors the class switching of antibodies and is involved in allergic responses. Inhibiting IL-4 can help reduce the exaggerated response during asthmatic attacks.
Answer: (D) IL-4",D
"Explanation: We refer to Wikipedia articles on medicine for help. The scenario describes a patient with hepatitis A virus infection. The molecule responsible for inducing upregulation of MHC class I molecules is interferon. Interferon is also responsible for the activation of eukaryotic initiation factor 2.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. The presence of free air in the soft tissue of the left leg suggests gas gangrene, which is commonly caused by Clostridium perfringens. This organism is also a common cause of food-borne illness.
Answer: (C)",C
"Explanation: We refer to Wikipedia articles on medicine for help. A cohort study typically involves a larger number of patients and compares outcomes between different groups. In this case, since all patients received the same treatment and there were no complications, the study more closely resembles a case series, which typically involves a smaller number of patients with similar characteristics and outcomes.
Answer: (B) Low number of patients",B
"Explanation: We refer to Wikipedia articles on medicine for help. During exertion, the substance released locally to increase coronary blood flow is Adenosine.
Answer: (A)",A
"Explanation: We refer to Wikipedia articles on medicine for help. The symptoms described suggest a deficiency in nucleotide excision repair, which is responsible for repairing DNA damage caused by UV radiation.
Answer: (A) Nucleotide excision repair",A
